transport,country,count
MOTORBIKE,ME,2
MOTORBIKE,PT,2
MOTORBIKE,IT,2
BICYCLE,ME,2
BICYCLE,IT,2
BICYCLE,ES,2
MOTORBIKE,ES,2
BICYCLE,IT,2
MOTORBIKE,ES,2
MOTORBIKE,IT,2
MOTORBIKE,MA,2
BICYCLE,PL,2
MOTORBIKE,MA,2
CAR,HR,2
BICYCLE,ES,2
CAR,ES,2
WALKER,KE,2
CAR,IT,2
BICYCLE,IT,2
MOTORBIKE,BG,2
MOTORBIKE,IT,2
CAR,IT,2
CAR,ES,2
CAR,IT,2
CAR,ES,2
CAR,IT,2
CAR,IT,2
MOTORBIKE,ES,2
MOTORBIKE(e),IT,2
BICYCLE,IT,2
BICYCLE,IT,2
MOTORBIKE,IT,2
CAR,ES,2
MOTORBIKE,IT,2
BICYCLE,PL,2
BICYCLE(e),PT,2
CAR,UA,2
BICYCLE,IT,2
WALKER,KZ,2
CAR,IT,2
CAR,ES,2
BICYCLE(e),KZ,2
BICYCLE(e),PT,2
MOTORBIKE,SI,2
CAR,ES,2
MOTORBIKE(e),ES,2
MOTORBIKE,IT,2
MOTORBIKE(e),ES,2
MOTORBIKE,HR,2
MOTORBIKE,ES,2
BICYCLE,PL,2
BICYCLE,PL,2
MOTORBIKE(e),IT,2
CAR,IT,2
BICYCLE,PL,2
BICYCLE,PL,2
MOTORBIKE(e),PT,2
BICYCLE(e),IT,2
CAR(e),KZ,2
BICYCLE(e),IT,2
MOTORBIKE,ES,2
MOTORBIKE(e),ES,2
MOTORBIKE,ES,2
BICYCLE(e),PT,2
CAR(e),KZ,2
MOTORBIKE,IT,2
MOTORBIKE(e),IT,2
CAR,IT,2
BICYCLE,IT,2
MOTORBIKE(e),ES,2
CAR,IT,2
MOTORBIKE,GE,2
CAR(e),ES,2
MOTORBIKE,ES,2
BICYCLE(e),ES,2
BICYCLE(e),ES,2
BICYCLE,MA,2
BICYCLE,ES,2
BICYCLE,IT,2
MOTORBIKE,ES,2
WALKER,ES,2
BICYCLE,GH,2
CAR(e),IT,2
MOTORBIKE(e),ES,2
CAR,ES,2
MOTORBIKE,PL,2
MOTORBIKE,ES,2
MOTORBIKE,UA,2
CAR(e),IT,2
MOTORBIKE(e),IT,2
BICYCLE,ES,2
BICYCLE,HR,2
BICYCLE(e),UA,2
MOTORBIKE,ES,2
CAR(e),PL,2
CAR,ES,2
CAR,ES,2
MOTORBIKE,BA,2
BICYCLE(e),IT,2
CAR(e),IT,2
MOTORBIKE,KZ,2
BICYCLE(e),RS,2
CAR,ES,2
MOTORBIKE,IT,2
MOTORBIKE(e),IT,2
BICYCLE,IT,2
BICYCLE(e),IT,2
MOTORBIKE,IT,2
CAR(e),IT,2
MOTORBIKE(e),ES,2
BICYCLE,IT,2
MOTORBIKE,IT,2
BICYCLE(e),IT,2
MOTORBIKE,PL,2
CAR(e),IT,2
BICYCLE,ES,2
MOTORBIKE,IT,2
BICYCLE,IT,2
MOTORBIKE,IT,2
WALKER,KZ,2
BICYCLE,IT,2
MOTORBIKE(e),MA,2
MOTORBIKE(e),IT,2
BICYCLE(e),ES,2
CAR,IT,2
BICYCLE(e),GH,2
MOTORBIKE,PL,2
MOTORBIKE,IT,2
BICYCLE,PT,2
BICYCLE,ES,2
CAR,ES,2
BICYCLE,PL,2
CAR(e),PL,2
CAR,ES,2
MOTORBIKE(e),UA,2
BICYCLE(e),IT,2
BICYCLE(e),UA,2
BICYCLE(e),UA,2
CAR(e),BG,2
CAR(e),ES,2
BICYCLE,IT,2
CAR(e),IT,2
MOTORBIKE,IT,2
MOTORBIKE,RO,2
MOTORBIKE(e),RS,2
BICYCLE,IT,2
BICYCLE,IT,2
MOTORBIKE,ES,2
BICYCLE,IT,2
CAR(e),ES,2
BICYCLE,IT,2
MOTORBIKE,ES,2
CAR,IT,2
MOTORBIKE,RO,2
MOTORBIKE(e),IT,2
MOTORBIKE,IT,2
MOTORBIKE(e),ES,2
BICYCLE,ES,2
MOTORBIKE,ES,2
CAR(e),PL,2
MOTORBIKE,UA,2
CAR,ES,2
CAR,ES,2
MOTORBIKE,IT,2
WALKER,MA,2
CAR,GE,2
BICYCLE,SI,2
MOTORBIKE(e),UA,2
CAR(e),IT,2
BICYCLE,ES,2
MOTORBIKE(e),ES,2
CAR,IT,2
BICYCLE,IT,2
BICYCLE(e),ES,2
MOTORBIKE(e),UA,2
BICYCLE,IT,2
BICYCLE(e),IT,2
MOTORBIKE,IT,2
BICYCLE(e),PT,2
BICYCLE,BY,2
BICYCLE,ES,2
BICYCLE,ES,2
MOTORBIKE,RO,2
MOTORBIKE,PL,2
CAR,IT,2
BICYCLE,PT,2
BICYCLE,IT,2
BICYCLE,RO,2
WALKER,MA,2
MOTORBIKE(e),PT,2
MOTORBIKE(e),IT,2
BICYCLE(e),PL,2
CAR(e),ES,2
BICYCLE(e),ES,2
CAR,IT,2
MOTORBIKE,IT,2
BICYCLE(e),PT,2
MOTORBIKE,IT,2
MOTORBIKE,PT,2
BICYCLE,PT,2
BICYCLE,UA,2
BICYCLE,ES,2
BICYCLE,HR,2
MOTORBIKE,ES,2
BICYCLE(e),PT,1
BICYCLE,IT,1
BICYCLE,ES,1
MOTORBIKE,IT,1
MOTORBIKE,IT,1
MOTORBIKE(e),ES,1
CAR(e),ES,1
CAR(e),UA,1
CAR,ES,1
BICYCLE,ES,1
BICYCLE,IT,1
BICYCLE,ES,1
BICYCLE(e),ES,1
CAR(e),IT,1
BICYCLE,ES,1
MOTORBIKE(e),IT,1
BICYCLE,PL,1
MOTORBIKE,RO,1
BICYCLE(e),PT,1
MOTORBIKE,IT,1
CAR(e),HR,1
CAR(e),PL,1
CAR(e),PT,1
CAR,IT,1
MOTORBIKE,PL,1
CAR(e),PL,1
BICYCLE,IT,1
CAR(e),IT,1
CAR(e),ES,1
CAR,ES,1
CAR(e),PL,1
WALKER,UA,1
MOTORBIKE(e),IT,1
BICYCLE(e),BG,1
MOTORBIKE,IT,1
BICYCLE(e),RO,1
BICYCLE,PT,1
MOTORBIKE(e),IT,1
BICYCLE,PT,1
WALKER,RS,1
CAR(e),IT,1
MOTORBIKE,RO,1
CAR,ES,1
BICYCLE(e),BG,1
CAR(e),ES,1
MOTORBIKE,IT,1
MOTORBIKE(e),PL,1
MOTORBIKE,RO,1
MOTORBIKE(e),UA,1
WALKER,ES,1
BICYCLE(e),IT,1
CAR(e),ES,1
WALKER,ES,1
MOTORBIKE(e),ES,1
CAR,PT,1
CAR(e),IT,1
CAR(e),IT,1
CAR(e),RO,1
MOTORBIKE(e),PL,1
BICYCLE(e),PL,1
MOTORBIKE(e),PT,1
CAR(e),IT,1
BICYCLE(e),PL,1
MOTORBIKE(e),IT,1
MOTORBIKE(e),IT,1
CAR(e),ES,1
BICYCLE,IT,1
BICYCLE,IT,1
MOTORBIKE(e),PT,1
BICYCLE(e),PL,1
MOTORBIKE,IT,1
MOTORBIKE,ES,1
MOTORBIKE(e),IT,1
BICYCLE,IT,1
CAR,ES,1
BICYCLE(e),UA,1
MOTORBIKE,IT,1
BICYCLE(e),MD,1
WALKER,UA,1
MOTORBIKE(e),ES,1
CAR(e),IT,1
CAR,IT,1
CAR,ES,1
MOTORBIKE(e),RO,1
BICYCLE,ES,1
BICYCLE,IT,1
CAR(e),IT,1
MOTORBIKE,PL,1
CAR,ES,1
MOTORBIKE,PL,1
BICYCLE,IT,1
BICYCLE(e),ES,1
MOTORBIKE,IT,1
CAR(e),ES,1
CAR(e),UA,1
CAR(e),PT,1
MOTORBIKE,PL,1
BICYCLE,IT,1
CAR(e),UA,1
BICYCLE,IT,1
CAR(e),IT,1
BICYCLE(e),ES,1
BICYCLE(e),PT,1
CAR,IT,1
CAR,IT,1
WALKER,IT,1
CAR(e),PL,1
CAR,IT,1
WALKER,IT,1
MOTORBIKE,IT,1
CAR(e),IT,1
BICYCLE(e),RS,1
CAR(e),HR,1
MOTORBIKE,IT,1
BICYCLE(e),ES,1
CAR,IT,1
MOTORBIKE,MA,1
CAR,IT,1
BICYCLE(e),UA,1
BICYCLE,IT,1
BICYCLE,RO,1
CAR(e),ES,1
BICYCLE(e),UA,1
MOTORBIKE(e),HR,1
MOTORBIKE,MD,1
MOTORBIKE,PL,1
MOTORBIKE,ES,1
MOTORBIKE,ES,1
BICYCLE,IT,1
CAR(e),ES,1
MOTORBIKE(e),PL,1
BICYCLE(e),IT,1
MOTORBIKE,PL,1
CAR,IT,1
MOTORBIKE,IT,1
MOTORBIKE(e),UA,1
CAR(e),RO,1
CAR(e),PT,1
MOTORBIKE,IT,1
BICYCLE(e),IT,1
BICYCLE(e),IT,1
CAR(e),IT,1
BICYCLE,ES,1
BICYCLE,IT,1
MOTORBIKE(e),ES,1
MOTORBIKE,IT,1
BICYCLE,IT,1
MOTORBIKE,IT,1
BICYCLE(e),IT,1
CAR,ES,1
BICYCLE(e),IT,1
BICYCLE,IT,1
MOTORBIKE(e),IT,1
BICYCLE(e),PL,1
BICYCLE(e),IT,1
BICYCLE,RO,1
CAR,IT,1
MOTORBIKE(e),ES,1
WALKER,UA,1
MOTORBIKE,PL,1
MOTORBIKE(e),IT,1
BICYCLE,PT,1
MOTORBIKE(e),PL,1
MOTORBIKE(e),MA,1
BICYCLE(e),ES,1
BICYCLE(e),ES,1
MOTORBIKE,PT,1
BICYCLE(e),ES,1
MOTORBIKE(e),PT,1
MOTORBIKE,IT,1
MOTORBIKE,IT,1
MOTORBIKE,IT,1
MOTORBIKE,PT,1
BICYCLE(e),IT,1
BICYCLE(e),PT,1
MOTORBIKE(e),PL,1
BICYCLE(e),IT,1
BICYCLE,IT,1
BICYCLE,ES,1
BICYCLE(e),ES,1
MOTORBIKE,ES,1
MOTORBIKE(e),IT,1
MOTORBIKE,UA,1
CAR(e),ES,1
MOTORBIKE(e),PT,1
MOTORBIKE,IT,1
BICYCLE,PT,1
BICYCLE,ES,1
BICYCLE(e),IT,1
MOTORBIKE,IT,1
CAR(e),RO,1
CAR(e),GE,1
BICYCLE(e),IT,1
MOTORBIKE,BG,1
BICYCLE,IT,1
CAR(e),IT,1
BICYCLE(e),ES,1
CAR,IT,1
BICYCLE(e),ES,1
MOTORBIKE(e),PT,1
BICYCLE(e),ES,1
MOTORBIKE,ES,1
MOTORBIKE(e),KZ,1
CAR,ES,1
BICYCLE(e),IT,1
CAR(e),ES,1
MOTORBIKE,IT,1
BICYCLE(e),IT,1
MOTORBIKE,IT,1
BICYCLE(e),IT,1
BICYCLE,RO,1
MOTORBIKE(e),HR,1
CAR(e),IT,1
MOTORBIKE,HR,1
MOTORBIKE,IT,1
BICYCLE,ES,1
MOTORBIKE(e),KG,1
BICYCLE(e),IT,1
BICYCLE(e),IT,1
BICYCLE(e),ES,1
MOTORBIKE(e),UA,1
MOTORBIKE(e),ES,1
BICYCLE,IT,1
CAR(e),ES,1
CAR(e),ES,1
BICYCLE,ES,1
CAR(e),IT,1
BICYCLE(e),PL,1
MOTORBIKE(e),ES,1
MOTORBIKE(e),PT,1
MOTORBIKE(e),IT,1
CAR(e),IT,1
BICYCLE,RS,1
CAR(e),ES,1
BICYCLE(e),IT,1
MOTORBIKE,PL,1
CAR,IT,1
BICYCLE,RO,1
MOTORBIKE(e),IT,1
CAR,MA,1
MOTORBIKE(e),ES,1
MOTORBIKE(e),KE,1
BICYCLE,IT,1
MOTORBIKE,PL,1
MOTORBIKE(e),GH,1
BICYCLE,ES,1
MOTORBIKE(e),IT,1
BICYCLE,ES,1
BICYCLE,IT,1
BICYCLE,IT,1
WALKER,ES,1
BICYCLE(e),PT,1
CAR,ES,1
BICYCLE(e),RO,1
MOTORBIKE,IT,1
CAR,MA,1
MOTORBIKE(e),RO,1
CAR(e),PT,1
BICYCLE(e),IT,1
CAR(e),PL,1
BICYCLE(e),IT,1
BICYCLE(e),ES,1
BICYCLE,HR,1
MOTORBIKE,PT,1
BICYCLE,IT,1
MOTORBIKE,RO,1
CAR,IT,1
CAR(e),IT,1
BICYCLE(e),PL,1
CAR(e),HR,1
WALKER,UA,1
BICYCLE(e),PT,1
MOTORBIKE(e),PT,1
WALKER,MA,1
BICYCLE(e),PT,1
BICYCLE(e),UA,1
BICYCLE(e),IT,1
CAR(e),IT,1
MOTORBIKE(e),ES,1
BICYCLE,RS,1
BICYCLE(e),PT,1
CAR(e),IT,1
MOTORBIKE,RS,1
BICYCLE,IT,1
MOTORBIKE(e),KE,1
BICYCLE(e),PL,1
BICYCLE,IT,1
BICYCLE(e),KZ,1
MOTORBIKE(e),IT,1
BICYCLE,IT,1
BICYCLE(e),HR,1
CAR(e),IT,1
MOTORBIKE(e),MA,1
BICYCLE(e),RO,1
CAR,IT,1
BICYCLE,ES,1
CAR,IT,1
MOTORBIKE,IT,1
MOTORBIKE,UA,1
BICYCLE(e),IT,1
BICYCLE,IT,1
CAR(e),IT,1
MOTORBIKE,PL,1
MOTORBIKE,IT,1
BICYCLE(e),BG,1
MOTORBIKE(e),ES,1
BICYCLE,IT,1
BICYCLE(e),IT,1
MOTORBIKE(e),ES,1
MOTORBIKE(e),IT,1
MOTORBIKE,MA,1
CAR,IT,1
BICYCLE(e),BG,1
BICYCLE(e),ES,1
CAR(e),RO,1
BICYCLE(e),ME,1
BICYCLE,IT,1
BICYCLE,RO,1
CAR(e),PL,1
MOTORBIKE(e),IT,1
BICYCLE,RS,1
CAR,IT,1
BICYCLE,PL,1
BICYCLE,PT,1
MOTORBIKE,PL,1
CAR(e),IT,1
MOTORBIKE,IT,1
BICYCLE,PL,1
CAR(e),IT,1
BICYCLE,IT,1
CAR(e),IT,1
BICYCLE(e),IT,1
WALKER,ES,1
CAR(e),IT,1
MOTORBIKE(e),ES,1
CAR(e),ES,1
BICYCLE(e),PL,1
BICYCLE(e),HR,1
MOTORBIKE,IT,1
BICYCLE(e),PT,1
BICYCLE(e),BA,1
MOTORBIKE,ES,1
MOTORBIKE(e),ES,1
BICYCLE(e),IT,1
BICYCLE,ES,1
BICYCLE(e),IT,1
MOTORBIKE,IT,1
CAR(e),IT,1
CAR,ES,1
BICYCLE(e),ES,1
MOTORBIKE,ES,1
MOTORBIKE(e),IT,1
MOTORBIKE,BA,1
MOTORBIKE(e),GE,1
MOTORBIKE(e),GE,1
CAR(e),IT,1
MOTORBIKE(e),HR,1
MOTORBIKE(e),IT,1
BICYCLE(e),PL,1
BICYCLE,IT,1
CAR(e),RO,1
WALKER,UA,1
BICYCLE,RO,1
CAR(e),IT,1
BICYCLE(e),PL,1
MOTORBIKE,BG,1
MOTORBIKE,ES,1
BICYCLE,IT,1
BICYCLE,IT,1
MOTORBIKE(e),IT,1
CAR,IT,1
CAR(e),IT,1
CAR,IT,1
CAR(e),UA,1
BICYCLE,IT,1
MOTORBIKE,IT,1
CAR,ES,1
BICYCLE,ES,1
MOTORBIKE(e),ES,1
BICYCLE(e),BG,1
CAR(e),KZ,1
CAR(e),IT,1
CAR(e),IT,1
BICYCLE(e),RO,1
BICYCLE(e),IT,1
BICYCLE(e),ES,1
CAR(e),MD,1
BICYCLE,HR,1
BICYCLE(e),IT,1
MOTORBIKE(e),PL,1
BICYCLE,ES,1
MOTORBIKE,PL,1
CAR(e),PL,1
CAR(e),PL,1
CAR,IT,1
BICYCLE(e),IT,1
BICYCLE,IT,1
CAR(e),PL,1
MOTORBIKE,PL,1
MOTORBIKE(e),KZ,1
MOTORBIKE,IT,1
MOTORBIKE,IT,1
CAR,IT,1
MOTORBIKE,PL,1
MOTORBIKE,PL,1
BICYCLE,ES,1
CAR(e),PL,1
MOTORBIKE(e),IT,1
MOTORBIKE,ES,1
BICYCLE,IT,1
BICYCLE(e),IT,1
MOTORBIKE(e),IT,1
BICYCLE,SI,1
MOTORBIKE,BG,1
BICYCLE,PT,1
MOTORBIKE,HR,1
CAR(e),IT,1
BICYCLE(e),IT,1
BICYCLE(e),IT,1
BICYCLE(e),PL,1
MOTORBIKE,ES,1
CAR(e),IT,1
BICYCLE(e),RO,1
MOTORBIKE(e),ES,1
BICYCLE,ES,1
CAR,IT,1
CAR,ES,1
CAR(e),PT,1
BICYCLE(e),IT,1
WALKER,ES,1
CAR(e),ES,1
MOTORBIKE(e),HR,1
BICYCLE,PL,1
MOTORBIKE(e),IT,1
BICYCLE,MA,1
CAR(e),ES,1
CAR(e),BY,1
BICYCLE(e),PT,1
MOTORBIKE,ES,1
CAR(e),IT,1
BICYCLE,ES,1
BICYCLE,PT,1
CAR(e),KZ,1
BICYCLE(e),ES,1
MOTORBIKE,IT,1
MOTORBIKE,IT,1
MOTORBIKE,IT,1
CAR(e),IT,1
BICYCLE(e),IT,1
CAR(e),ES,1
CAR(e),IT,1
BICYCLE(e),IT,1
BICYCLE(e),IT,1
CAR(e),ES,1
CAR(e),RO,1
MOTORBIKE(e),IT,1
BICYCLE(e),ES,1
BICYCLE(e),PL,1
MOTORBIKE,MA,1
BICYCLE(e),IT,1
BICYCLE(e),PL,1
CAR(e),ES,1
CAR(e),HR,1
CAR(e),ES,1
WALKER,UA,1
BICYCLE(e),IT,1
CAR(e),PT,1
BICYCLE,PL,1
MOTORBIKE,IT,1
CAR(e),ES,1
CAR(e),IT,1
CAR(e),UA,1
BICYCLE,IT,1
BICYCLE,IT,1
CAR(e),PL,1
MOTORBIKE,ES,1
BICYCLE,ES,1
CAR,ES,1
BICYCLE(e),ES,1
BICYCLE,IT,1
MOTORBIKE,IT,1
BICYCLE,HR,1
MOTORBIKE(e),PT,1
MOTORBIKE,IT,1
CAR(e),IT,1
MOTORBIKE(e),PT,1
CAR(e),ES,1
CAR(e),IT,1
MOTORBIKE,IT,1
MOTORBIKE,PL,1
BICYCLE,IT,1
MOTORBIKE,ES,1
MOTORBIKE(e),ES,1
MOTORBIKE,IT,1
CAR,IT,1
MOTORBIKE(e),ES,1
MOTORBIKE,PL,1
CAR(e),ES,1
CAR,ES,1
CAR(e),IT,1
MOTORBIKE,IT,1
MOTORBIKE,PL,1
CAR(e),ES,1
MOTORBIKE(e),ES,1
MOTORBIKE,IT,1
BICYCLE,RO,1
MOTORBIKE(e),ES,1
MOTORBIKE(e),ES,1
MOTORBIKE,PL,1
CAR,ES,1
BICYCLE,ES,1
CAR(e),KZ,1
BICYCLE(e),IT,1
MOTORBIKE(e),RO,1
WALKER,IT,1
CAR,IT,1
CAR(e),PT,1
MOTORBIKE(e),IT,1
BICYCLE(e),IT,1
MOTORBIKE(e),IT,1
CAR(e),RO,1
BICYCLE,PL,1
BICYCLE,GE,1
CAR(e),PL,1
MOTORBIKE(e),ES,1
CAR,IT,1
MOTORBIKE,HR,1
CAR,ES,1
CAR,IT,1
BICYCLE(e),PL,1
CAR(e),PL,1
BICYCLE,IT,1
CAR,ES,1
MOTORBIKE,UA,1
BICYCLE(e),PL,1
MOTORBIKE,IT,1
BICYCLE,ES,1
BICYCLE(e),PT,1
BICYCLE,ES,1
MOTORBIKE,PL,1
MOTORBIKE(e),PL,1
CAR(e),RO,1
CAR(e),IT,1
MOTORBIKE(e),IT,1
BICYCLE(e),IT,1
BICYCLE,PL,1
MOTORBIKE,ES,1
BICYCLE,ES,1
MOTORBIKE,KZ,1
CAR(e),IT,1
CAR,IT,1
BICYCLE,PL,1
MOTORBIKE,IT,1
CAR,IT,1
BICYCLE(e),IT,1
BICYCLE,ES,1
MOTORBIKE,IT,1
BICYCLE(e),IT,1
BICYCLE(e),RO,1
BICYCLE,IT,1
WALKER,UA,1
BICYCLE,IT,1
MOTORBIKE(e),PT,1
BICYCLE,ES,1
BICYCLE(e),PT,1
BICYCLE,ES,1
BICYCLE(e),ES,1
CAR(e),IT,1
CAR(e),ES,1
BICYCLE(e),IT,1
MOTORBIKE,ES,1
BICYCLE(e),RO,1
CAR,IT,1
BICYCLE(e),IT,1
BICYCLE,RO,1
BICYCLE,HR,1
CAR,PT,1
CAR(e),PT,1
MOTORBIKE(e),ES,1
BICYCLE,RO,1
CAR(e),IT,1
BICYCLE(e),PL,1
MOTORBIKE(e),ES,1
MOTORBIKE,IT,1
BICYCLE,ES,1
BICYCLE,PL,1
MOTORBIKE(e),IT,1
BICYCLE(e),IT,1
MOTORBIKE,IT,1
CAR,IT,1
BICYCLE(e),HR,1
CAR(e),IT,1
CAR,ES,1
BICYCLE(e),PL,1
BICYCLE,IT,1
CAR,IT,1
MOTORBIKE,IT,1
MOTORBIKE(e),IT,1
CAR(e),PL,1
CAR(e),RS,1
CAR(e),IT,1
BICYCLE,IT,1
BICYCLE(e),IT,1
BICYCLE(e),IT,1
BICYCLE(e),ES,1
MOTORBIKE,RS,1
MOTORBIKE,ES,1
CAR,PT,1
BICYCLE,PL,1
BICYCLE(e),ES,1
CAR,IT,1
MOTORBIKE(e),RO,1
MOTORBIKE,PL,1
CAR(e),IT,1
BICYCLE(e),BY,1
MOTORBIKE(e),PT,1
MOTORBIKE(e),IT,1
MOTORBIKE(e),ES,1
BICYCLE,ES,1
MOTORBIKE,IT,1
MOTORBIKE,IT,1
CAR(e),UA,1
MOTORBIKE(e),ES,1
BICYCLE(e),IT,1
MOTORBIKE,IT,1
MOTORBIKE(e),HR,1
MOTORBIKE,IT,1
MOTORBIKE,PL,1
MOTORBIKE(e),ES,1
CAR(e),IT,1
MOTORBIKE,ES,1
BICYCLE(e),PL,1
MOTORBIKE(e),IT,1
MOTORBIKE(e),IT,1
BICYCLE(e),IT,1
MOTORBIKE,UA,1
MOTORBIKE(e),UA,1
MOTORBIKE(e),KZ,1
BICYCLE,BG,1
MOTORBIKE,ES,1
MOTORBIKE(e),ES,1
BICYCLE,IT,1
MOTORBIKE,KZ,1
BICYCLE,IT,1
MOTORBIKE(e),IT,1
BICYCLE,ES,1
MOTORBIKE(e),IT,1
BICYCLE(e),KG,1
BICYCLE(e),IT,1
MOTORBIKE,ES,1
MOTORBIKE,PL,1
MOTORBIKE(e),IT,1
MOTORBIKE(e),ES,1
BICYCLE(e),ES,1
MOTORBIKE,IT,1
WALKER,ES,1
BICYCLE(e),PL,1
CAR,IT,1
MOTORBIKE(e),RO,1
MOTORBIKE,ES,1
CAR(e),IT,1
MOTORBIKE,IT,1
BICYCLE,IT,1
BICYCLE(e),IT,1
BICYCLE,ES,1
MOTORBIKE(e),IT,1
MOTORBIKE,PT,1
BICYCLE,ES,1
CAR,IT,1
BICYCLE,IT,1
BICYCLE(e),IT,1
CAR(e),IT,1
MOTORBIKE,IT,1
MOTORBIKE,RO,1
MOTORBIKE,ES,1
MOTORBIKE,PL,1
BICYCLE(e),ES,1
BICYCLE,ES,1
CAR(e),IT,1
MOTORBIKE,RO,1
CAR(e),RO,1
MOTORBIKE,PL,1
CAR(e),HR,1
MOTORBIKE,IT,1
CAR(e),GE,1
BICYCLE(e),IT,1
BICYCLE,ES,1
CAR,IT,1
MOTORBIKE(e),SI,1
BICYCLE(e),PT,1
BICYCLE(e),PL,1
MOTORBIKE,ES,1
WALKER,UA,1
MOTORBIKE,ES,1
CAR(e),ES,1
CAR(e),IT,1
CAR,IT,1
CAR(e),UA,1
CAR(e),RS,1
BICYCLE(e),IT,1
BICYCLE(e),IT,1
MOTORBIKE,IT,1
MOTORBIKE(e),IT,1
MOTORBIKE(e),IT,1
MOTORBIKE(e),ES,1
BICYCLE(e),UA,1
BICYCLE,ES,1
BICYCLE,IT,1
CAR(e),ES,1
CAR,IT,1
MOTORBIKE,ES,1
MOTORBIKE(e),IT,1
BICYCLE,IT,1
CAR(e),PT,1
WALKER,ES,1
BICYCLE,IT,1
BICYCLE(e),IT,1
MOTORBIKE(e),ES,1
CAR(e),PL,1
BICYCLE(e),IT,1
MOTORBIKE,IT,1
CAR(e),PT,1
BICYCLE(e),IT,1
BICYCLE,IT,1
CAR(e),PL,1
BICYCLE(e),IT,1
MOTORBIKE(e),PT,1
